start,end,count
2020-06-11,2020-06-12,2
2020-06-12,2020-06-12,1
2020-06-12,2020-06-12,1
2020-06-12,2020-06-12,1
2020-06-12,2020-06-22,11
2020-06-22,2020-06-22,1
2020-06-22,2020-06-22,1
2020-06-22,2020-06-23,2
2020-06-23,2020-06-23,1
2020-06-23,2020-06-23,1
2020-06-23,2020-06-23,1
2020-06-23,2020-06-24,2
2020-06-24,2020-06-24,1
2020-06-24,2020-06-24,1
2020-06-24,2020-06-24,1
2020-06-24,2020-06-25,2
2020-06-25,2020-06-25,1
2020-06-25,2020-06-25,1
2020-06-25,2020-06-26,2
2020-06-26,2020-06-26,1
2020-06-26,2020-06-26,1
2020-06-26,2020-06-26,1
2020-06-26,2020-06-26,1
2020-06-26,2020-06-27,2
2020-06-27,2020-06-27,1
2020-06-27,2020-06-27,1
2020-06-27,2020-06-27,1
2020-06-27,2020-07-02,6
2020-07-02,2020-07-02,1
2020-07-02,2020-07-02,1
2020-07-02,2020-07-03,2
2020-07-03,2020-07-03,1
2020-07-03,2020-07-03,1
2020-07-03,2020-07-03,1
2020-07-03,2020-07-03,1
2020-07-03,2020-07-03,1
2020-07-03,2020-07-04,2
2020-07-04,2020-07-04,1
2020-07-04,2020-07-04,1
2020-07-04,2020-07-04,1
2020-07-04,2020-07-04,1
2020-07-04,2020-07-04,1
2020-07-04,2020-07-04,1
2020-07-04,2020-07-04,1
2020-07-04,2020-07-05,2
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-05,1
2020-07-05,2020-07-06,2
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-06,1
2020-07-06,2020-07-07,2
2020-07-07,2020-07-07,1
2020-07-07,2020-07-07,1
2020-07-07,2020-07-07,1
2020-07-07,2020-07-07,1
2020-07-07,2020-07-07,1
2020-07-07,2020-07-07,1
2020-07-07,2020-07-07,1
2020-07-07,2020-07-08,2
2020-07-08,2020-07-08,1
2020-07-08,2020-07-08,1
2020-07-08,2020-07-08,1
2020-07-08,2020-07-08,1
2020-07-08,2020-07-08,1
2020-07-08,2020-07-08,1
2020-07-08,2020-07-09,2
2020-07-09,2020-07-09,1
2020-07-09,2020-07-09,1
2020-07-09,2020-07-09,1
2020-07-09,2020-07-09,1
2020-07-09,2020-07-09,1
2020-07-09,2020-07-10,2
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-10,1
2020-07-10,2020-07-11,2
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-11,1
2020-07-11,2020-07-12,2
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-12,1
2020-07-12,2020-07-13,2
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-13,1
2020-07-13,2020-07-14,2
2020-07-14,2020-07-14,1
2020-07-14,2020-07-14,1
2020-07-14,2020-07-14,1
2020-07-14,2020-07-15,2
2020-07-15,2020-07-15,1
2020-07-15,2020-07-15,1
2020-07-15,2020-07-16,2
2020-07-16,2020-07-16,1
2020-07-16,2020-07-16,1
2020-07-16,2020-07-17,2
2020-07-17,2020-07-17,1
2020-07-17,2020-07-17,1
2020-07-17,2020-07-17,1
2020-07-17,2020-07-17,1
2020-07-17,2020-07-18,2
2020-07-18,2020-07-18,1
2020-07-18,2020-07-18,1
2020-07-18,2020-07-18,1
2020-07-18,2020-07-18,1
2020-07-18,2020-07-18,1
2020-07-18,2020-07-19,2
2020-07-19,2020-07-19,1
2020-07-19,2020-07-19,1
2020-07-19,2020-07-19,1
2020-07-19,2020-07-19,1
2020-07-19,2020-07-19,1
2020-07-19,2020-07-19,1
2020-07-19,2020-07-19,1
2020-07-19,2020-07-20,2
2020-07-20,2020-07-20,1
2020-07-20,2020-07-20,1
2020-07-20,2020-07-20,1
2020-07-20,2020-07-20,1
2020-07-20,2020-07-20,1
2020-07-20,2020-07-21,2
2020-07-21,2020-07-21,1
2020-07-21,2020-07-21,1
2020-07-21,2020-07-21,1
2020-07-21,2020-07-21,1
2020-07-21,2020-07-22,2
2020-07-22,2020-07-22,1
2020-07-22,2020-07-24,3
2020-07-24,2020-07-25,2
2020-07-25,2020-07-25,1
2020-07-25,2020-07-25,1
2020-07-25,2020-07-25,1
2020-07-25,2020-07-26,2
2020-07-26,2020-07-26,1
2020-07-26,2020-07-26,1
2020-07-26,2020-07-26,1
2020-07-26,2020-07-26,1
2020-07-26,2020-07-26,1
2020-07-26,2020-07-27,2
2020-07-27,2020-07-27,1
2020-07-27,2020-07-27,1
2020-07-27,2020-07-27,1
2020-07-27,2020-07-27,1
2020-07-27,2020-07-27,1
2020-07-27,2020-07-27,1
2020-07-27,2020-07-28,2
2020-07-28,2020-07-28,1
2020-07-28,2020-07-28,1
2020-07-28,2020-07-28,1
2020-07-28,2020-07-28,1
2020-07-28,2020-07-29,2
2020-07-29,2020-07-29,1
2020-07-29,2020-07-29,1
2020-07-29,2020-07-29,1
2020-07-29,2020-07-29,1
2020-07-29,2020-07-29,1
2020-07-29,2020-07-29,1
2020-07-29,2020-07-30,2
2020-07-30,2020-07-30,1
2020-07-30,2020-07-30,1
2020-07-30,2020-07-30,1
2020-07-30,2020-07-30,1
2020-07-30,2020-07-30,1
2020-07-30,2020-07-30,1
2020-07-30,2020-07-31,2
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-07-31,1
2020-07-31,2020-08-01,2
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-01,1
2020-08-01,2020-08-02,2
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-02,1
2020-08-02,2020-08-03,2
2020-08-03,2020-08-03,1
2020-08-03,2020-08-03,1
2020-08-03,2020-08-03,1
2020-08-03,2020-08-03,1
2020-08-03,2020-08-03,1
2020-08-03,2020-08-03,1
2020-08-03,2020-08-03,1
2020-08-03,2020-08-04,2
2020-08-04,2020-08-04,1
2020-08-04,2020-08-04,1
2020-08-04,2020-08-04,1
2020-08-04,2020-08-04,1
2020-08-04,2020-08-04,1
2020-08-04,2020-08-05,2
2020-08-05,2020-08-06,2
2020-08-06,2020-08-07,2
2020-08-07,2020-08-07,1
2020-08-07,2020-08-07,1
2020-08-07,2020-08-08,2
2020-08-08,2020-08-08,1
2020-08-08,2020-08-08,1
2020-08-08,2020-08-08,1
2020-08-08,2020-08-08,1
2020-08-08,2020-08-09,2
2020-08-09,2020-08-09,1
2020-08-09,2020-08-09,1
2020-08-09,2020-08-09,1
2020-08-09,2020-08-09,1
2020-08-09,2020-08-09,1
2020-08-09,2020-08-10,2
2020-08-10,2020-08-10,1
2020-08-10,2020-08-10,1
2020-08-10,2020-08-10,1
2020-08-10,2020-08-10,1
2020-08-10,2020-08-10,1
2020-08-10,2020-08-10,1
2020-08-10,2020-08-11,2
2020-08-11,2020-08-11,1
2020-08-11,2020-08-11,1
2020-08-11,2020-08-11,1
2020-08-11,2020-08-11,1
2020-08-11,2020-08-11,1
2020-08-11,2020-08-11,1
2020-08-11,2020-08-11,1
2020-08-11,2020-08-12,2
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-12,1
2020-08-12,2020-08-13,2
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-13,1
2020-08-13,2020-08-14,2
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-14,1
2020-08-14,2020-08-15,2
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-15,1
2020-08-15,2020-08-16,2
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-16,1
2020-08-16,2020-08-17,2
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-17,1
2020-08-17,2020-08-18,2
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-18,1
2020-08-18,2020-08-19,2
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-19,1
2020-08-19,2020-08-20,2
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-20,1
2020-08-20,2020-08-21,2
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-21,1
2020-08-21,2020-08-22,2
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-22,1
2020-08-22,2020-08-23,2
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-23,1
2020-08-23,2020-08-24,2
2020-08-24,2020-08-24,1
2020-08-24,2020-08-24,1
2020-08-24,2020-08-24,1
2020-08-24,2020-08-24,1
2020-08-24,2020-08-24,1
2020-08-24,2020-08-24,1
2020-08-24,2020-08-24,1
2020-08-24,2020-08-25,2
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-25,1
2020-08-25,2020-08-26,2
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-26,1
2020-08-26,2020-08-27,2
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-27,1
2020-08-27,2020-08-28,2
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-28,1
2020-08-28,2020-08-29,2
2020-08-29,2020-08-29,1
2020-08-29,2020-08-29,1
2020-08-29,2020-08-29,1
2020-08-29,2020-08-29,1
2020-08-29,2020-08-29,1
2020-08-29,2020-08-29,1
2020-08-29,2020-08-29,1
2020-08-29,2020-08-30,2
2020-08-30,2020-08-30,1
2020-08-30,2020-08-30,1
2020-08-30,2020-08-30,1
2020-08-30,2020-08-31,2
2020-08-31,2020-08-31,1
2020-08-31,2020-08-31,1
2020-08-31,2020-09-01,2
2020-09-01,2020-09-01,1
2020-09-01,2020-09-01,1
2020-09-01,2020-09-02,2
2020-09-02,2020-09-02,1
2020-09-02,2020-09-02,1
2020-09-02,2020-09-02,1
2020-09-02,2020-09-02,1
2020-09-02,2020-09-03,2
2020-09-03,2020-09-03,1
2020-09-03,2020-09-03,1
2020-09-03,2020-09-03,1
2020-09-03,2020-09-03,1
2020-09-03,2020-09-03,1
2020-09-03,2020-09-04,2
2020-09-04,2020-09-04,1
2020-09-04,2020-09-04,1
2020-09-04,2020-09-04,1
2020-09-04,2020-09-04,1
2020-09-04,2020-09-04,1
2020-09-04,2020-09-04,1
2020-09-04,2020-09-04,1
2020-09-04,2020-09-05,2
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-05,1
2020-09-05,2020-09-06,2
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-06,1
2020-09-06,2020-09-07,2
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-07,1
2020-09-07,2020-09-09,3
2020-09-09,2020-09-09,1
2020-09-09,2020-09-09,1
2020-09-09,2020-09-09,1
2020-09-09,2020-09-09,1
2020-09-09,2020-09-09,1
2020-09-09,2020-09-09,1
2020-09-09,2020-09-10,2
2020-09-10,2020-09-10,1
2020-09-10,2020-09-10,1
2020-09-10,2020-09-10,1
2020-09-10,2020-09-10,1
2020-09-10,2020-09-11,2
2020-09-11,2020-09-11,1
2020-09-11,2020-09-11,1
2020-09-11,2020-09-11,1
2020-09-11,2020-09-11,1
2020-09-11,2020-09-12,2
2020-09-12,2020-09-12,1
2020-09-12,2020-09-12,1
2020-09-12,2020-09-12,1
2020-09-12,2020-09-12,1
2020-09-12,2020-09-12,1
2020-09-12,2020-09-12,1
2020-09-12,2020-09-12,1
2020-09-12,2020-09-13,2
2020-09-13,2020-09-13,1
2020-09-13,2020-09-13,1
2020-09-13,2020-09-13,1
2020-09-13,2020-09-13,1
2020-09-13,2020-09-14,2
2020-09-14,2020-09-14,1
2020-09-14,2020-09-14,1
2020-09-14,2020-09-14,1
2020-09-14,2020-09-14,1
2020-09-14,2020-09-14,1
2020-09-14,2020-09-14,1
2020-09-14,2020-09-15,2
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-15,1
2020-09-15,2020-09-16,2
2020-09-16,2020-09-16,1
2020-09-16,2020-09-16,1
2020-09-16,2020-09-16,1
2020-09-16,2020-09-16,1
2020-09-16,2020-09-16,1
2020-09-16,2020-09-16,1
2020-09-16,2020-09-17,2
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-17,1
2020-09-17,2020-09-18,2
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-18,1
2020-09-18,2020-09-19,2
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-19,1
2020-09-19,2020-09-20,2
2020-09-20,2020-09-20,1
2020-09-20,2020-09-20,1
2020-09-20,2020-09-20,1
2020-09-20,2020-09-20,1
2020-09-20,2020-09-20,1
2020-09-20,2020-09-20,1
2020-09-20,2020-09-21,2
2020-09-21,2020-09-21,1
2020-09-21,2020-09-21,1
2020-09-21,2020-09-21,1
2020-09-21,2020-09-21,1
2020-09-21,2020-09-22,2
2020-09-22,2020-09-22,1
2020-09-22,2020-09-22,1
2020-09-22,2020-09-22,1
2020-09-22,2020-09-22,1
2020-09-22,2020-09-23,2
2020-09-23,2020-09-23,1
2020-09-23,2020-09-23,1
2020-09-23,2020-09-23,1
2020-09-23,2020-09-23,1
2020-09-23,2020-09-23,1
2020-09-23,2020-09-23,1
2020-09-23,2020-09-24,2
2020-09-24,2020-09-24,1
2020-09-24,2020-09-24,1
2020-09-24,2020-09-24,1
2020-09-24,2020-09-24,1
2020-09-24,2020-09-24,1
2020-09-24,2020-09-24,1
2020-09-24,2020-09-25,2
2020-09-25,2020-09-25,1
2020-09-25,2020-09-25,1
2020-09-25,2020-09-25,1
2020-09-25,2020-09-25,1
2020-09-25,2020-09-26,2
2020-09-26,2020-09-26,1
2020-09-26,2020-09-26,1
2020-09-26,2020-09-27,2
2020-09-27,2020-09-27,1
2020-09-27,2020-09-27,1
2020-09-27,2020-09-28,2
2020-09-28,2020-09-28,1
2020-09-28,2020-09-28,1
2020-09-28,2020-09-28,1
2020-09-28,2020-09-28,1
2020-09-28,2020-09-28,1
2020-09-28,2020-09-28,1
2020-09-28,2020-09-29,2
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-29,1
2020-09-29,2020-09-30,2
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-09-30,1
2020-09-30,2020-10-01,2
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-01,1
2020-10-01,2020-10-02,2
2020-10-02,2020-10-02,1
2020-10-02,2020-10-02,1
2020-10-02,2020-10-02,1
2020-10-02,2020-10-02,1
2020-10-02,2020-10-02,1
